# Source: NASA Exoplanet Archive, Table: pscomppars, Downloaded: 2025-07-22T12:47:51.984918 UTC
pl_name,hostname,sy_dist,ra,dec,pl_rade,pl_bmasse,pl_orbper,pl_eqt,st_teff,st_rad,discoverymethod,disc_year,pl_orbsmax,pl_orbeccen,pl_insol,pl_dens,gaia_id,sy_vmag,sy_kmag,sy_umag,sy_gmag,sy_rmag,sy_imag,pl_massj,pl_radj,pl_orbincl,pl_orblper,st_mass,st_met,st_logg,st_age,sy_dist2,sy_plx,sky_coord.ra,sky_coord.dec
HD 114729 b,HD 114729,37.8063,198.1833997,-31.8746756,13.9,262.20975,1121.79,,5844.0,1.473,Radial Velocity,2002,2.067,0.079,,0.537,Gaia DR2 6180035765135232128,6.68,5.136,,,,,,1.24,,77.059,0.936,-0.33,4.046,10.116,37.8063,26.4217,198.1833997,-31.8746756
K2-157 b,K2-157,298.373,183.7514959,-5.7820178,0.935,1.14,0.3652575,2432.0,5334.0,0.86,Transit,2018,0.00962,,6660.0,7.7,Gaia DR2 3596333042162818304,12.942,10.98,,,,,0.0036,0.0834,89.2,,0.89,0.02,4.45,8.8,298.373,3.32357,183.7514959,-5.7820178
K2-156 b,K2-156,150.21,182.699673,-6.2943552,1.1,1.37,0.813143,1347.0,4460.0,0.62,Transit,2018,0.0149,,,5.66,Gaia DR2 3596250888028092160,13.4,10.391,,,,,,0.0981356,89.8,,0.66,-0.33,4.7,,150.21,6.6289,182.699673,-6.2943552
HD 117618 b,HD 117618,37.7781,203.1066418,-47.2719049,8.59,55.30242,25.8,,5990.0,1.2,Radial Velocity,2004,0.18,0.15,,0.479,Gaia DR2 6083860761505899904,7.17,5.737,,,,,,0.766,,289.0,1.077,0.0283,4.41,5.6,37.7781,26.4417,203.1066418,-47.2719049
K2-244 b,K2-244,212.902,183.4686492,-3.8318097,1.75,3.71,21.06884,638.0,5677.0,0.92,Transit,2018,0.1418,,,3.8,Gaia DR2 3597981377595128704,11.78,10.163,,,,,,0.15612454,89.2139,,0.86,-0.29,4.44,,212.902,4.66891,183.4686492,-3.8318097
HD 11964 c,HD 11964,33.5369,29.2884252,-10.2434693,5.38,25.0,37.91,,5303.0,2.00971,Radial Velocity,2008,0.229,0.3,,0.882,Gaia DR2 2462426800883134336,6.41525,4.491,,,,,,0.48,,102.0,0.91,0.1,3.79084,7.45,33.5369,29.789,29.2884252,-10.2434693
K2-160 b,K2-160,315.363,184.0545174,-3.5530888,3.17824034,10.2,3.705871,,5649.0,0.913754,Transit,2018,,,,1.75,Gaia DR2 3598004677793811584,12.838,11.037,15.0877,13.2671,12.5918,12.4338,,0.28354361,88.25363,,0.982829,0.07,4.61,,315.363,3.14279,184.0545174,-3.5530888
HD 121504 b,HD 121504,41.6592,209.3199062,-56.0404085,13.6,479.9233,63.33,,6027.0,1.07,Radial Velocity,2003,0.33,0.03,,1.05,Gaia DR2 5872266689452551552,7.54,6.124,,,,,,1.21,,265.0,1.62,0.15,4.59,1.2,41.6592,23.9754,209.3199062,-56.0404085
K2-162 b,K2-162,124.433,186.0383865,-1.111479,1.44,2.67,9.45889,631.0,4842.0,0.69,Transit,2018,0.0795,,,4.91,Gaia DR2 3694878833385971840,12.278,9.898,15.3837,13.4151,12.0446,11.6976,,0.1284682,88.76118,,0.75,-0.17,4.63,,124.433,8.00776,186.0383865,-1.111479
Kepler-20 c,Kepler-20,282.563,287.6979913,42.3385782,2.894,11.1,10.8540774,828.0,5495.0,0.9164,Transit,2011,0.0936,0.076,78.7,2.51,Gaia DR2 2102548708017562112,12.61,10.871,,12.997,12.423,12.284,0.0349245056625791,0.25818583,89.815,,0.929,0.07,4.446,5.6,282.563,3.51026,287.6979913,42.3385782
EPIC 201595106 b,EPIC 201595106,232.1,183.7203635,1.9681688,1.565,7.67,0.87724,2038.0,5679.0,0.98,Transit,2021,0.0177,0.0,2852.0,11.1,Gaia DR2 3701123406596146048,11.746,10.218,14.6843,12.2644,14.176,11.579,0.024132518777656,0.13962019,78.2,0.0,0.958,0.01,4.435,6.0,232.1,4.28034,183.7203635,1.9681688
HD 10180 f,HD 10180,38.9607,24.4731133,-60.5114881,5.24,23.9,122.744,,5911.0,1.109,Radial Velocity,2010,0.4929,0.119,,0.913,Gaia DR2 4716158250340258944,7.33,5.868,,,,,,0.468,90.0,327.0,1.06,0.08,4.39,4.3,38.9607,25.6379,24.4731133,-60.5114881
HD 12661 c,HD 12661,37.8478,31.1423525,25.4135632,13.4,575.884,1708.0,,5748.0,1.11,Radial Velocity,2002,2.8145,0.031,,1.32,Gaia DR2 105332908999068032,7.43,5.861,,,,,,1.2,,60.0,1.02,0.36,4.316128,6.39,37.8478,26.3927,31.1423525,25.4135632
K2-175 b,K2-175,247.266,52.5035514,17.5841081,2.03803688,4.81,9.525988,,5909.0,1.420038,Transit,2018,,,,3.12,Gaia DR2 55077599749605504,10.836,9.195,,,,,,0.18182147,87.49426,,1.094693,0.05,4.11,,247.266,4.01591,52.5035514,17.5841081
HD 134987 b,HD 134987,26.1804,228.3675397,-25.3096721,13.5,511.7063,258.17999,,5736.0,1.22,Radial Velocity,1999,0.81,0.23,,1.14,Gaia DR2 6226694571859532800,6.47,4.882,,,,,,1.21,,352.7,1.1,0.28,4.31,8.4,26.1804,38.1678,228.3675397,-25.3096721
Kepler-9 d,Kepler-9,628.257,285.5739904,38.4008192,1.64,8.41466053,1.592851,2026.0,5777.0,1.02,Transit,2010,0.0273,0.0,1339.658,13.547166,Gaia DR2 2099925719951103872,13.922,12.337,15.9848,14.941,15.5515,14.3425,,0.146,89.38,,1.07,0.12,4.49,1.0,628.257,1.56294,285.5739904,38.4008192
K2-185 b,K2-185,268.357,130.2596625,14.6902225,1.15,1.6,10.616384,809.0,5788.0,0.94,Transit,2018,,,,5.78,Gaia DR2 609508120464763264,12.235,10.68,15.0393,12.6014,12.1465,12.0216,,0.1025963,88.93239,,0.96,-0.1,4.48,,268.357,3.69811,130.2596625,14.6902225
HD 102195 b,HD 102195,29.3386,176.4254063,2.8209912,14.2,130.3103,4.11377,,5301.0,0.82,Radial Velocity,2006,0.05,0.0,,0.25,Gaia DR2 3799626935341796096,8.07,6.151,,,,,,1.27,,143.4,0.76,0.04,4.49,2.4,29.3386,34.056,176.4254063,2.8209912
HD 134060 c,HD 134060,24.0125,227.6847587,-61.4223747,5.91,29.29,1291.5646,,5966.0,1.164285,Radial Velocity,2019,2.3928,0.11,,0.78,Gaia DR2 5876112300125320448,6.29,4.836,,,,,,0.527,,-132.73,1.095,0.14,4.43,5.6,24.0125,41.616,227.6847587,-61.4223747
HD 102329 b,HD 102329,217.107,176.6941567,3.4742143,12.6,2593.4928,778.09998,,4745.0,9.82,Radial Velocity,2011,1.81,0.21,,7.12,Gaia DR2 3895948101012579456,7.88,5.402,,,,,,1.12,,182.0,3.21,0.05,2.96,1.6,217.107,4.57842,176.6941567,3.4742143
HD 102365 b,HD 102365,9.2894,176.6208003,-40.4986211,4.14,16.0,122.1,,5630.0,0.95138,Radial Velocity,2010,0.46,0.34,,1.24,Gaia DR2 5381537023379295232,4.89,3.489,,,,,,0.369,,105.0,0.85,-0.26,4.57,9.0,9.2894,107.621,176.6208003,-40.4986211
K2-341 b,K2-341,421.408,130.4971951,19.9166357,3.21,10.4,36.552551,598.0,5817.0,1.16,Transit,2021,,,,1.73,Gaia DR2 661398407803108736,12.725,11.17,,,,,,0.28637751,89.32473,,0.98,-0.05,4.3,,421.408,2.34466,130.4971951,19.9166357
K2-189 b,K2-189,242.113,203.6214411,-15.0365158,1.52,2.92,2.588309,1197.0,5519.0,0.87,Transit,2018,0.0361,,,4.57,Gaia DR2 3606343094804432128,12.398,10.589,,,,,,0.13560532,88.11337,,0.94,0.0,4.53,,242.113,4.10173,203.6214411,-15.0365158
K2-201 c,K2-201,197.932,293.5607117,-23.1312775,3.28568401,10.8,22.779878,,5507.0,0.878161,Transit,2018,,,,1.67,Gaia DR2 6771370981322320128,12.168,10.198,,,,,,0.29312909,89.27205,,0.956055,0.13,4.68,,197.932,5.02389,293.5607117,-23.1312775
K2-222 b,K2-222,101.321,16.4625203,11.7537171,2.35,8.7,15.38857,871.0,5942.0,1.115,Transit,2018,0.1206,0.16,96.0,3.68,Gaia DR2 2584093844170270720,9.543,8.105,,,,,0.0273732611949944,0.20965332,89.12,,0.989,-0.315,4.37,7.1,101.321,9.84127,16.4625203,11.7537171
K2-334 b,K2-334,371.823,136.4894259,16.3255146,5.65,27.2,5.113981,1380.0,6502.0,1.49,Transit,2021,,,832.2294,0.829,Gaia DR2 610858393758591104,11.842,10.234,14.7742,11.7009,11.4158,11.3381,,0.50406011,88.58,,1.36,0.17,4.22,,371.823,2.66126,136.4894259,16.3255146
HD 108863 b,HD 108863,164.742,187.5826081,21.9480993,13.3,767.24162,437.7,,4878.0,5.74,Radial Velocity,2011,1.32,0.032,,1.79,Gaia DR2 3952692457305436800,7.71,5.392,,,,,,1.18,,191.0,1.59,0.2,3.07,1.8,164.742,6.04172,187.5826081,21.9480993
K2-352 c,K2-352,176.051,140.4451478,18.469628,1.92,4.35,8.234885,885.0,5791.0,0.95,Transit,2021,,,,3.38,Gaia DR2 632634358985725184,11.125,9.691,15.077,11.6343,11.1519,11.0194,,0.17129122,,,0.98,-0.05,4.47,,176.051,5.65212,140.4451478,18.469628
G 9-40 b,G 9-40,27.9276,134.7188514,21.0747961,1.9,4.0,5.7459982,440.6,3395.0,0.3026,Transit,2019,0.0418,0.0,6.27,3.2,Gaia DR2 684992690384102528,13.821,9.19,17.28,16.0466,13.372,12.135,0.0125854074459745,0.16950694,89.03,90.0,0.2952,-0.07,4.84,9.9,27.9276,35.7781,134.7188514,21.0747961
K2-342 b,K2-342,208.357,133.1218996,21.2386816,2.03,4.78,11.561052,861.0,5920.0,1.09,Transit,2021,,,,3.14,Gaia DR2 685749360542215296,11.338,9.71,14.4696,11.5699,11.1009,10.9606,,0.18110478,,,1.01,-0.06,4.36,,208.357,4.77093,133.1218996,21.2386816
HD 109246 b,HD 109246,67.8349,188.027184,74.4893379,13.9,273.3338,68.27,,5844.0,1.07,Radial Velocity,2010,0.33,0.12,,0.559,Gaia DR2 1692267077979468544,8.751,7.216,,,,,,1.24,,235.0,1.2,0.1,4.46,,67.8349,14.7128,188.027184,74.4893379
HD 108874 b,HD 108874,59.5175,187.6126029,22.8794399,13.6,451.3186,394.48123,,5600.0,1.05,Radial Velocity,2002,1.04,0.13,,0.986,Gaia DR2 3958951942642583936,8.76,7.06,,,,,,1.21,,30.0,1.1,0.26,4.44,8.0,59.5175,16.773,187.6126029,22.8794399
Kepler-166 c,Kepler-166,603.53,293.1600977,48.8812074,2.38,6.26,34.260281,468.0,5413.0,0.742,Transit,2014,0.195,0.0,10.507,2.55,Gaia DR2 2129025841368107136,14.857,12.876,,15.296,14.654,14.446,,0.212,89.99,,0.811,-0.08,4.619,5.01,603.53,1.62825,293.1600977,48.8812074
K2-281 b,K2-281,458.139,16.2274724,7.2692169,8.18,50.9,8.687721,665.0,4812.0,0.76,Transit,2018,0.0773,,,0.511,Gaia DR2 2577432178095422976,15.048,12.523,18.0823,15.6772,14.6918,14.3611,,0.72977072,,,0.82,0.22,4.59,,458.139,2.15419,16.2274724,7.2692169
HAT-P-3 b,HAT-P-3,134.554,206.0940142,48.028565,10.53646,206.5895,2.8997,1189.0,5185.0,0.87,Transit,2007,0.03866,0.0,176.587,0.855,Gaia DR2 1510191594552968832,11.856,9.448,15.3497,12.0573,11.2937,11.093,0.65,0.94,87.24,107.7,1.06,0.27,4.56,1.6,134.554,7.40311,206.0940142,48.028565
HAT-P-37 b,HAT-P-37,390.594,284.2960393,51.2691212,13.204,371.528,2.797436,1271.0,5500.0,0.877,Transit,2011,0.0379,0.058,412.3914,0.89,Gaia DR2 2133946843094378752,13.427,11.667,,,,,1.169,1.178,86.9,164.0,0.929,0.03,4.52,3.6,390.594,2.53138,284.2960393,51.2691212
HD 158038 b,HD 158038,94.8625,261.4395312,27.3030721,13.5,486.2799,521.0,,4860.0,4.5,Radial Velocity,2011,1.5,0.29,,1.09,Gaia DR2 4574156834713113600,7.47,5.156,,,,,,1.21,,335.0,1.3,0.19,3.24,2.5,94.8625,10.5127,261.4395312,27.3030721
HAT-P-8 b,HAT-P-8,211.553,343.0414932,35.4471778,15.6926,406.8224,3.07634,1700.0,6200.0,1.57,Transit,2008,0.04496,0.0,1519.9645,0.568,Gaia DR2 1891507552824189568,10.358,8.953,,,,,1.28,1.4,87.8,116.0,1.27,0.01,4.15,3.4,211.553,4.69844,343.0414932,35.4471778
HD 100777 b,HD 100777,49.5336,173.9646303,-4.7555425,13.7,390.92894061,383.0,,5533.0,1.04,Radial Velocity,2007,1.06,0.38,,0.835,Gaia DR2 3786035184916139136,8.42,6.735,,,,,1.23,1.22,90.0,204.0,1.08,-0.27,4.32,5.7,49.5336,20.1596,173.9646303,-4.7555425
HD 160691 b,HD 160691,15.5981,266.0361585,-51.8348751,,1366.6621501,645.0,,5773.0,1.33,Radial Velocity,2000,1.5,0.128,,,Gaia DR2 5945941905576552064,5.12,3.683,,,,,4.3,,60.0,39.0,1.13,0.28,4.2,5.7,15.5981,64.0817,266.0361585,-51.8348751
HD 10180 d,HD 10180,38.9607,24.4731133,-60.5114881,3.45,11.75,16.357,,5911.0,1.109,Radial Velocity,2010,0.12859,0.131,,1.57,Gaia DR2 4716158250340258944,7.33,5.868,,,,,,0.308,90.0,325.0,1.06,0.08,4.39,4.3,38.9607,25.6379,24.4731133,-60.5114881
HD 10180 e,HD 10180,38.9607,24.4731133,-60.5114881,5.39,25.1,49.748,,5911.0,1.109,Radial Velocity,2010,0.2699,0.051,,0.881,Gaia DR2 4716158250340258944,7.33,5.868,,,,,,0.481,90.0,147.0,1.06,0.08,4.39,4.3,38.9607,25.6379,24.4731133,-60.5114881
HD 160691 e,HD 160691,15.5981,266.0361585,-51.8348751,,2224.798849,307.9,,5773.0,1.33,Radial Velocity,2006,0.934,0.0666,,,Gaia DR2 5945941905576552064,5.12,3.683,,,,,7.0,,60.0,193.0,1.13,0.28,4.2,5.7,15.5981,64.0817,266.0361585,-51.8348751
HD 136352 c,HD 136352,14.682,230.4401147,-48.3188174,2.916,11.24,27.59221,677.0,5664.0,1.058,Radial Velocity,2019,0.1721,0.0,35.1,2.497668,Gaia DR2 5902750168276592256,5.65,4.159,,,,,0.0353649949231882,0.26014854,88.571,-110.22,0.87,-0.24,4.39,12.3,14.682,68.0818,230.4401147,-48.3188174
HD 136418 b,HD 136418,105.168,229.7756438,41.732423,13.3,680.1562,464.29999,,4989.0,3.78,Radial Velocity,2009,1.29,0.25,,1.59,Gaia DR2 1392396172224832896,7.849,,,,,,,1.19,,12.0,1.48,-0.11,3.45,4.0,105.168,9.47978,229.7756438,41.732423
HD 13808 b,HD 13808,28.2305,33.1780708,-53.7437591,3.35,11.2,14.1815,,5035.0,0.781,Radial Velocity,2021,0.10519,0.071,,1.64,Gaia DR2 4743692151804240896,8.36,6.25,,,,,,0.299,,,0.771,-0.21,4.57546,7.2,28.2305,35.3938,33.1780708,-53.7437591
HD 163607 b,HD 163607,67.7855,268.4181383,56.3924701,13.9,249.051588,75.2203,,5522.0,1.76,Radial Velocity,2010,0.362,0.7441,,0.51,Gaia DR2 1418519292895059840,8.0,6.271,,,,,,1.24,,79.6,1.12,0.21,3.97,8.6,67.7855,14.7236,268.4181383,56.3924701
HD 13931 b,HD 13931,47.3963,34.1979991,43.7722065,13.2,889.9195396,4218.0,,5867.0,1.25,Radial Velocity,2009,5.15,0.02,,2.13,Gaia DR2 351537889154226816,7.61,6.139,,,,,2.8,1.18,43.0,-6.0,1.3,0.05,4.36,8.4,47.3963,21.0701,34.1979991,43.7722065
HD 16417 b,HD 16417,25.3936,39.2441029,-34.5790905,5.0,22.1,17.24,,5841.0,1.639984,Radial Velocity,2008,0.14,0.2,,0.972,Gaia DR2 5062172841616745856,5.78,4.246,,,,,,0.446,,77.0,1.2,0.06,4.16,7.0,25.3936,39.3512,39.2441029,-34.5790905
HD 139357 b,HD 139357,112.09,233.8173564,53.9221505,12.1,6315.5682755,1124.79139,,4700.0,11.47,Radial Velocity,2008,2.949,0.099,,19.6,Gaia DR2 1597757387783227008,5.97272,3.406,,,,,19.871,1.08,103.235,235.995,2.69,-0.13,2.9,3.07,112.09,8.89299,233.8173564,53.9221505
HD 142245 b,HD 142245,97.2305,238.2342443,15.4306118,13.1,975.7381,1299.0,,4922.0,4.63,Radial Velocity,2011,2.78,0.0,,2.39,Gaia DR2 1193193836691820032,7.46,5.11,,,,,,1.17,,242.0,3.5,0.17,3.65,2.3,97.2305,10.2562,238.2342443,15.4306118
HD 164922 b,HD 164922,22.0016,270.6304652,26.3104077,13.3,116.0,1207.0,159.4,5390.0,0.946,Radial Velocity,2005,2.16,0.08,0.1578,0.271,Gaia DR2 4582680493669880704,7.01227,5.113,,,,,,1.19,,116.0,0.926,0.18,4.46,9.58,22.0016,45.4222,270.6304652,26.3104077
HD 142 b,HD 142,26.1853,1.5836771,-49.0753625,12.7,2256.5816897,351.43394,,6245.0,1.47,Radial Velocity,2001,1.039,0.158,,6.05,Gaia DR2 4976894960284258048,5.7,4.474,,,,,7.1,1.13,59.0,279.518,1.21,0.09,4.62,3.12,26.1853,38.1605,1.5836771,-49.0753625
HD 1690 b,HD 1690,752.615,5.3055886,-8.2811442,12.5,2793.7257,533.0,,4374.0,21.66,Radial Velocity,2010,1.36,0.64,,7.86,Gaia DR2 2430036837596487424,9.19,6.018,15.3122,10.0139,8.75954,8.42724,,1.12,,122.0,1.86,-0.27,2.04,6.7,752.615,1.29976,5.3055886,-8.2811442
HD 143361 b,HD 143361,68.5146,240.4588405,-44.4350575,12.9,1382.55357045,1039.15,,5507.0,0.916,Radial Velocity,2008,1.988,0.197,,3.54,Gaia DR2 5991331601015519104,9.2,7.488,,,,,4.35,1.15,50.0,241.889,0.968,0.14,4.472,2.942,68.5146,14.567,240.4588405,-44.4350575
HD 169830 c,HD 169830,37.6048,276.9561859,-29.8167919,12.6,2437.42605328,1818.82339,,6300.0,1.935709,Radial Velocity,2003,3.075,0.246,,6.7,Gaia DR2 4048037707717866880,5.9,4.688,,,,,7.669,1.13,24.469,313.483,1.17,0.21,4.008828,2.2,37.6048,26.5642,276.9561859,-29.8167919
HD 1461 b,HD 1461,23.4534,4.6762645,-8.0536206,2.42,6.44,5.77152,,5765.0,1.152288,Radial Velocity,2010,0.0634,0.172,,2.5,Gaia DR2 2430102808294101760,6.47933,4.897,,,,,,0.216,,-10.0,1.02,0.19,4.38,7.12,23.4534,42.609,4.6762645,-8.0536206
HD 147018 b,HD 147018,40.4256,245.7490012,-61.6901291,13.4,674.0,44.236,,5441.0,0.937948,Radial Velocity,2009,0.2388,0.4686,,1.54,Gaia DR2 5831054382288870912,8.3,6.571,,,,,,1.19,,-24.03,0.927,0.1,4.42,6.36,40.4256,24.7079,245.7490012,-61.6901291
HD 148427 b,HD 148427,71.3499,247.1171311,-13.3996231,13.6,413.179,331.5,,5025.0,3.86,Radial Velocity,2009,1.04,0.16,,0.903,Gaia DR2 4330532859324207360,6.90498,4.682,,,,,,1.22,,277.0,1.64,0.08,3.48,2.5,71.3499,13.9869,247.1171311,-13.3996231
Kepler-222 d,Kepler-222,758.854,287.9060885,46.9377479,3.69,13.2,28.081912,522.0,5433.0,0.869,Transit,2014,0.18,0.0,15.087,1.44,Gaia DR2 2130460394803778816,15.407,13.235,,15.689,14.988,14.795,,0.329,89.46,,0.933,0.33,4.551,1.17,758.854,1.28931,287.9060885,46.9377479
HD 155358 c,HD 155358,43.6197,257.3930947,33.3549277,13.9,261.0,391.9,,5900.0,1.38,Radial Velocity,2007,1.02,0.16,,0.534,Gaia DR2 1334643739861016832,7.28,5.808,,,,,,1.24,,180.0,0.92,-0.51,4.16,10.7,43.6197,22.8965,257.3930947,33.3549277
HD 155358 b,HD 155358,43.6197,257.3930947,33.3549277,13.8,314.6517,194.3,,5905.0,1.38,Radial Velocity,2007,0.63,0.17,,0.658,Gaia DR2 1334643739861016832,7.28,5.808,,,,,,1.23,,143.0,1.15,-0.6,4.22,10.7,43.6197,22.8965,257.3930947,33.3549277
HAT-P-36 b,HAT-P-36,294.419,188.2662048,44.9153672,14.313893,587.413406,1.32734683,1780.97,5620.0,1.041,Transit,2011,0.0241,0.063,1821.0,1.175,Gaia DR2 1541532207133249920,12.146,10.603,15.0796,12.7303,12.168,11.9824,1.8482,1.277,87.13,51.0,1.03,0.25,4.416,6.6,294.419,3.36776,188.2662048,44.9153672
HD 156668 b,HD 156668,24.3323,259.4183491,29.228161,1.87,4.15,4.6455,,4850.0,0.72,Radial Velocity,2010,0.05,0.0,,3.49,Gaia DR2 4575374857376398976,8.43,6.004,,,,,,0.167,,36.0,0.772,0.05,4.598,8.6,24.3323,41.0687,259.4183491,29.228161
Kepler-6 b,Kepler-6,587.039,296.8372475,48.2399695,14.616536,212.31044,3.2346996,1460.0,5647.0,1.391,Transit,2009,0.04852,0.0,792.218,0.4,Gaia DR2 2086636884980514304,13.286,11.634,,13.789,13.253,13.094,0.668,1.304,88.93,,1.209,0.34,4.236,3.8,587.039,1.67465,296.8372475,48.2399695
Kepler-491 b,Kepler-491,630.785,287.1305782,42.3501533,8.92,59.0,4.225384512,1111.0,5582.0,1.03,Transit,2016,0.05191,0.0,312.514,0.457,Gaia DR2 2102468134431912064,14.178,12.354,,14.546,13.935,13.785,,0.7957891,89.66,,1.04,0.37,4.42,4.47,630.785,1.55653,287.1305782,42.3501533
Kepler-257 b,Kepler-257,780.256,297.3159994,46.0232642,2.61,7.32,2.382667,1237.0,5180.0,1.037,Transit,2014,0.034,0.0,343.6,2.26,Gaia DR2 2080246282881778048,15.652,13.372,,16.26,15.398,15.133,,0.233,84.74,,0.916,0.4,4.36,1.48,780.256,1.25353,297.3159994,46.0232642
GJ 676 A b,GJ 676 A,16.0272,262.5448903,-51.6377777,12.8,1840.86213334,1051.44521,,3734.0,0.69,Radial Velocity,2010,1.735,0.319,,4.82,Gaia DR2 5925209583053212800,9.58,5.825,,,,,5.792,1.14,48.919,87.073,0.626,0.23,4.62,,16.0272,62.365,262.5448903,-51.6377777
GJ 832 b,GJ 832,4.96435,323.3912616,-49.0125169,13.8,314.65012293,3853.0,,3472.0,0.441557,Radial Velocity,2008,3.7,0.05,,0.658,Gaia DR2 6562924609150908416,8.66,4.501,,,,,0.99,1.23,51.0,207.0,0.45,-0.3,4.78905,8.1,4.96435,201.407,323.3912616,-49.0125169
GJ 179 b,GJ 179,12.356,73.0245495,6.4752347,13.8,301.93698665,2288.0,,3370.0,0.38,Radial Velocity,2009,2.41,0.21,,0.631,Gaia DR2 3288082758293022848,11.963,6.942,,,,,0.95,1.23,61.0,153.0,0.357,0.3,4.83,,12.356,80.9036,73.0245495,6.4752347
GJ 667 C b,GJ 667 C,7.24396,259.7510609,-34.9977651,2.25,5.68,7.203,,3350.0,,Radial Velocity,2012,0.050431,0.2,,2.74,Gaia DR2 5975663354131618304,10.602,6.036,,,,,,0.201,,-2.7,0.33,-0.55,4.69,2.0,7.24396,138.017,259.7510609,-34.9977651
HD 17156 b,HD 17156,78.0863,42.4366123,71.7530882,12.3299,1115.5833,21.21663,883.0,6040.0,1.55,Radial Velocity,2007,0.16278,0.68,18.9464,3.78,Gaia DR2 545560867790611072,8.17,6.763,,,,,3.51,1.1,87.82,121.32,1.41,0.19,4.2,3.37,78.0863,12.7776,42.4366123,71.7530882
HD 175541 b,HD 175541,129.603,283.9203211,4.2649344,14.1,190.06234,298.43,,5013.0,4.19,Radial Velocity,2007,0.975,0.11,,0.373,Gaia DR2 4281180283478682496,8.020001,5.829,,,,,,1.26,,129.0,1.39,-0.07,3.33,1.9,129.603,7.68775,283.9203211,4.2649344
HD 202206 c,HD 202206,45.9665,318.7405221,-20.7897284,12.2,5689.157,1260.0,,5766.0,1.04,Radial Velocity,2004,2.41,0.22,,17.2,Gaia DR2 6832155218215202944,8.08,6.485,,,,,17.9,1.08,7.7,280.0,1.07,0.3,4.5,2.9,45.9665,21.7264,318.7405221,-20.7897284
CoRoT-10 b,CoRoT-10,338.386,291.0636813,0.7460143,10.87,874.0,13.2406,600.0,5075.0,0.79,Transit,2010,0.1055,0.53,16.1089,3.7,Gaia DR2 4263752921128319616,15.293,11.782,,,14.73,13.74,2.75,0.97,88.55,218.9,0.89,0.26,4.65,3.0,338.386,2.92694,291.0636813,0.7460143
HD 204941 b,HD 204941,28.7165,323.0966714,-20.957957,10.1,73.1009,1733.0,,5026.0,0.78,Radial Velocity,2011,2.55,0.37,,0.39,Gaia DR2 6830027182179257472,8.45,6.357,,,,,,0.903,,-132.0,0.58,-0.19,4.42,6.67,28.7165,34.7945,323.0966714,-20.957957
CoRoT-11 b,CoRoT-11,655.037,280.6872998,5.9376586,16.03,740.51,2.99433,1657.0,6440.0,1.37,Transit,2010,0.0436,0.0,1890.649,0.99,Gaia DR2 4285511294172309504,12.897,11.248,,,12.638,12.283,2.33,1.43,83.17,,1.27,-0.03,4.22,2.0,655.037,1.50071,280.6872998,5.9376586
CoRoT-18 b,CoRoT-18,764.889,98.1724172,-0.0316045,14.68,1102.82,1.9000693,1550.0,5440.0,1.0,Transit,2011,0.0295,0.08,823.7009,2.2,Gaia DR2 3120058170178779392,14.868,13.014,16.9794,15.387,14.7454,14.5159,3.47,1.31,86.5,,0.95,-0.1,4.4,0.6,764.889,1.28063,98.1724172,-0.0316045
HD 180902 b,HD 180902,104.577,289.8239604,-23.5582432,13.5,535.54355,510.9,,4961.0,4.16,Radial Velocity,2009,1.4,0.107,,1.2,Gaia DR2 6770721346051487872,7.78,5.543,,,,,,1.2,,181.0,1.41,0.04,3.36,2.8,104.577,9.53385,289.8239604,-23.5582432
HD 206610 b,HD 206610,147.192,325.8537599,-7.4082451,13.4,647.10188,673.2,,4842.0,6.12,Radial Velocity,2009,1.74,0.1,,1.48,Gaia DR2 2667434008056899712,8.34,5.952,,,,,,1.19,,334.0,1.55,0.14,3.22,3.0,147.192,6.76696,325.8537599,-7.4082451
CoRoT-19 b,CoRoT-19,790.663,97.0335983,-0.1707293,14.46,352.78,3.89713,2000.0,6090.0,1.65,Transit,2011,0.0518,0.047,1103.809,0.71,Gaia DR2 3120002649138831360,14.135,11.837,15.9662,14.4123,13.7257,13.4259,1.11,1.29,88.0,,1.21,-0.02,4.07,5.0,790.663,1.23764,97.0335983,-0.1707293
CoRoT-1 b,CoRoT-1,787.909,102.0798591,-3.1021394,16.7,327.35,1.5089557,1898.0,5950.0,1.11,Transit,2008,0.02752,0.0,2852.63,0.38,Gaia DR2 3105507886130792448,13.623,12.149,,,,,1.03,1.49,85.1,,0.95,-0.3,4.25,1.6,787.909,1.24176,102.0798591,-3.1021394
WASP-96 b,WASP-96,352.464,1.0465696,-47.3606352,13.45,152.55,3.4252602,1285.0,5540.0,1.05,Transit,2014,0.0453,0.0,546.4855,0.37,Gaia DR2 4990044668377961984,12.569,10.914,,,,,0.48,1.2,85.6,,1.06,0.14,4.42,8.0,352.464,2.80882,1.0465696,-47.3606352
HD 181342 b,HD 181342,120.391,290.2674078,-23.6196996,13.2,807.2882,564.1,,4945.0,4.71,Radial Velocity,2009,1.592,0.022,,1.93,Gaia DR2 6770761168986617600,7.55,5.251,,,,,,1.18,,290.0,1.69,0.26,3.28,1.8,120.391,8.27778,290.2674078,-23.6196996
HD 20781 b,HD 20781,35.9715,50.0139757,-28.7841175,1.21,1.93,5.3135,,5256.0,0.833609,Radial Velocity,2019,0.0529,0.1,,5.99,Gaia DR2 5060105892897388288,8.48,6.553,,,,,,0.108,,84.04,0.7,-0.11,4.37,,35.9715,27.7709,50.0139757,-28.7841175
